group_id,round_num,block_num,target,speaker_id,description,word_count,accuracy,n_listeners_correct,n_parse_errors
G01,0,0,page-B,0,swan facing left,3,0.0,0,0
G01,1,0,page7-107,0,"person running left, triangular head pointing left",7,0.0,0,0
G01,2,0,page7-255,0,"person leaning right, diamond head, arm pointing left, flat base extending to the right",14,0.5,1,0
G01,3,0,page3-35,0,"person sitting, legs straight out to the right, arms pointing right, diamond head",13,0.5,1,0
G01,4,0,page5-28,0,"person leaning far back to the left, diamond head, standing on one straight leg with the other leg extending out to the right",23,0.0,0,0
G01,5,0,page9-46,0,"diamond head, completely flat horizontal bottom edge extending to the right, body leaning back to the left, pointy arm pointing up and to the left",25,0.0,0,0
G01,6,1,page7-107,1,"head is a square (flat top, vertical right edge), with a large triangle sticking out to the left like a huge beak or megaphone. legs are spread wide apart.",29,0.0,0,0
G01,7,1,page9-46,1,diamond head. perfectly flat horizontal base ending in a sharp point on the far right. figure leans left with a thin triangular arm pointing high up and left.,28,1.0,2,0
G01,8,1,page5-28,1,"Diamond head. Figure leans left with thin arm pointing high up and left. Lower body has one pointed leg extending straight down, and another leg extending straight horizontally to the right.",31,0.5,1,0
G01,9,1,page-B,1,"Diamond head. Completely flat horizontal base. The entire right edge is a smooth, straight diagonal line sloping down to the base. A large, sharp triangle points straight left from the front.",31,0.0,0,0
G01,10,1,page7-255,1,Diamond head. Figure leans right. Perfectly flat horizontal bottom edge that ends in a sharp point on the far right. One thin arm points out to the left.,28,0.5,1,0
G01,11,1,page3-35,1,"Diamond head. Figure sitting and leaning back to the left. Both its arms and long legs point straight horizontally to the right, perfectly parallel to each other.",27,0.5,1,0
G01,12,2,page7-255,2,"Diamond head, perfectly flat horizontal base extending to the right, body leans diagonally to the right, with a single sharp triangular arm pointing straight horizontally out to the left.",29,1.0,2,0
G01,13,2,page9-46,2,"Diamond head, perfectly flat horizontal base ending in a sharp point on the far right, figure leans left with a thin triangular arm pointing high up and left.",28,0.5,1,0
G01,14,2,page7-107,2,"Square head (flat top, vertical right edge) with a large triangle pointing left like a megaphone. Body leans diagonally right. Right leg points straight down ending in a sharp point, with a perfectly vertical right edge. Left leg points diagonally down-left.",41,0.5,1,0
G01,15,2,page3-35,2,"Diamond head. Person sitting and leaning back to the left. Both its arms and long legs point straight horizontally out to the right, perfectly parallel to each other.",28,0.5,1,0
G01,16,2,page5-28,2,"Diamond head. Figure leans left with a thin arm pointing high up and left. Its lowest point is a sharp tip pointing straight down, with a perfectly vertical right edge, NOT a flat horizontal base. A separate pointed piece extends straight horizontally to the right from the middle.",48,1.0,2,0
G01,17,2,page-B,2,"Diamond head. Entire right edge is one perfectly straight diagonal line sloping down-right. The perfectly flat horizontal bottom base is VERY SHORT. The left side has a prominent sharp point sticking far out straight left, located very high up just below the head.",43,0.5,1,0
G01,18,3,page5-28,0,"Diamond head. Figure leans left with a thin arm pointing high up and left. Its lowest point is a sharp tip pointing straight down, with a perfectly vertical right edge, NOT a flat horizontal base. A separate pointed piece extends straight horizontally to the right from the middle.",48,0.5,1,0
G01,19,3,page7-107,0,"Square head with perfectly flat horizontal top and vertical right edges, with a large triangle pointing left from it like a megaphone. Right leg points straight down with a vertical right edge. Left leg points diagonally down-left.",37,0.0,0,0
G01,20,3,page3-35,0,"Diamond head. Completely flat horizontal base extending right. The body's entire left edge is a single, perfectly straight diagonal line leaning back up-left. An ""arm"" points straight horizontally right, exactly parallel to the base.",34,0.5,1,0
G01,21,3,page7-255,0,"Diamond head, perfectly flat horizontal base extending to the right, body leans diagonally to the right, with a single sharp triangular arm pointing straight horizontally out to the left.",29,0.0,0,0
G01,22,3,page-B,0,"Diamond head. The entire right edge of the body is one perfectly straight, continuous diagonal line sloping down and to the right. It has a very tiny flat horizontal base. A large sharp triangle points straight horizontally out to the left from the upper chest.",45,0.0,0,0
G01,23,3,page9-46,0,"Diamond head. Perfectly flat horizontal base ending in a sharp point on the far right. The main body leans diagonally left (its back right edge slopes up-left, NOT perfectly vertical). A thin triangular arm points high up and left.",39,1.0,2,0
G01,24,4,page9-46,1,"Diamond head. Perfectly flat horizontal base ending in a sharp point on the far right. The main body leans diagonally left (its back right edge slopes up-left, NOT perfectly vertical). A thin triangular arm points high up and left.",39,0.0,0,0
G01,25,4,page7-255,1,"Diamond head. Perfectly flat horizontal base extending far right. The body's left edge (below the arm) is perfectly VERTICAL, and its right edge is a single diagonal line sloping up-left. One thin triangular arm points straight horizontally out to the left.",41,0.0,0,0
G01,26,4,page7-107,1,"Head has a completely flat horizontal top edge, a vertical right edge, and a sharp tip pointing straight horizontally to the left. The main body leans down to the right. The right leg points straight vertically down, and the left leg points diagonally down-left.",44,0.0,0,0
G01,27,4,page-B,1,"Diamond head. The entire right edge, from the neck all the way down to the bottom right corner, is one single unbroken perfectly straight diagonal line sloping down-right. Very tiny flat horizontal base. A large thick triangle points straight left.",40,0.5,1,0
G01,28,4,page5-28,1,"Diamond head. Figure leans left with a thin arm pointing high up and left. Its lowest point is a sharp tip pointing straight down, with a perfectly vertical right edge (NOT a flat horizontal base). A separate pointed piece extends straight horizontally to the right.",45,0.0,0,0
G01,29,4,page3-35,1,"Diamond head. Sitting figure leaning back left. Has a completely flat horizontal base extending far right. An arm points straight horizontally right, perfectly parallel to the base. The entire left edge is one single straight diagonal line sloping up-left.",39,0.0,0,0
G01,30,5,page9-46,2,"Diamond head. Perfectly flat horizontal base ending in a sharp point on the far right. The main body leans diagonally left (its back right edge slopes up-left, NOT vertical). A thin triangular arm points high up and left.",38,0.0,0,0
G01,31,5,page7-107,2,"Top shape (head) has a completely flat horizontal BOTTOM edge, a perfectly vertical right edge, and a sharp point on the far left. Body leans down-right. Right leg points straight down with a perfectly vertical right edge. Left leg points diagonally down-left.",42,0.0,0,0
G01,32,5,page5-28,2,"Diamond head. NO FLAT BASE. The very bottom is a sharp point aiming straight down with a perfectly vertical right edge. A thin arm points high up-left, and a leg sticks out horizontally to the right.",36,0.5,1,0
G01,33,5,page7-255,2,"Diamond head. Flat horizontal base extending right. Arm points straight horizontally left. Both the left and right edges of the torso slope inwards towards the neck (left edge slopes diagonally up-right, right edge slopes up-left). NEITHER side is vertical.",39,0.0,0,0
G01,34,5,page3-35,2,"Diamond head. Figure sitting facing right. Its arm and completely flat bottom base BOTH point straight horizontally to the right, perfectly parallel to each other. The body leans backward to the left: its entire left edge is one continuous straight diagonal line sloping up-left (it is NOT perfectly vertical).",49,0.5,1,0
G01,35,5,page-B,2,Diamond head. The entire right edge is one perfectly straight DIAGONAL line sloping down-right. A large triangle points left from the chest; the TOP edge of this left-pointing triangle is perfectly horizontal. Very short flat bottom base.,37,0.5,1,0
G02,0,0,page-B,0,"Person bending over facing left, diamond head.",7,0.0,0,0
G02,1,0,page3-35,0,"Diamond head, leg kicking horizontally to the left, arm raised pointing up and to the left.",16,0.0,0,0
G02,2,0,page7-107,0,"Diamond head, arm pointing diagonally up and right, flat horizontal leg pointing left.",13,0.0,0,0
G02,3,0,page7-255,0,"Diamond head on the far left. The body slopes diagonally down to the right, resting on a flat horizontal bottom edge that ends in a sharp point on the far right.",31,0.0,0,0
G02,4,0,page9-46,0,"Diamond head, standing upright with a wide stance; the two legs point outward (down-left and down-right) with a clear inverted V-shaped gap between them.",24,0.0,0,0
G02,5,0,page5-28,0,"Flat horizontal bottom. Diamond head on the right. The highest point is a large peak on the left pointing diagonally up and left, noticeably taller than the head.",28,0.0,0,0
G02,6,1,page3-35,1,Diamond head on the right. Highest point is a large triangle pointing up and left. One leg extends perfectly horizontal to the far left. Another leg points straight down.,29,0.0,0,0
G02,7,1,page7-107,1,Diamond head. A flat horizontal piece extends straight out to the left. A sharp triangle points diagonally up and to the right. The figure rests on a single sharp point at the bottom.,33,0.0,0,0
G02,8,1,page9-46,1,Diamond head on top. A sharp point extends straight horizontally to the left. A flat-ended shape extends diagonally down to the right. The base has two pointy legs separated by an inverted V-shaped gap.,34,0.0,0,0
G02,9,1,page5-28,1,"Flat horizontal base. The bottom-right corner forms a perfect 90-degree angle, with a vertical right edge going straight up to the diamond head. The highest point is a tall peak on the left pointing up-left.",35,0.5,1,0
G02,10,1,page7-255,1,"Entire bottom is a single solid, flat horizontal line (no legs). Diamond head is on the far left. The shape acts as a right-pointing wedge or ramp, tapering down to a sharp point on the far right.",37,0.5,1,0
G02,11,1,page-B,1,Diamond head on the far left. A sharp point aims straight vertically up. A sharp point aims straight vertically down. The right side extends diagonally down and to the right.,30,0.0,0,0
G02,12,2,page5-28,2,"Flat horizontal bottom edge. Bottom-right corner is a perfect 90-degree angle, with the right edge going straight vertically up to the diamond head. The highest part is a tall peak on the left pointing up-left.",35,0.0,0,0
G02,13,2,page3-35,2,"Find the 3 similar figures that have a diamond head on the right, a sharp point aiming straight down, and a flat horizontal point aiming left. The TARGET is the one where the tallest top peak points diagonally UP-LEFT.",39,0.5,1,0
G02,14,2,page7-255,2,"Solid right-triangle shape resting on a flat horizontal bottom edge. The 90-degree corner is at the bottom-left, with a perfectly vertical left edge going straight up to the diamond head. The right side tapers diagonally down to a sharp point on the far right.",44,0.5,1,0
G02,15,2,page9-46,2,"Diamond head on top. Left arm is a sharp triangle pointing perfectly horizontally LEFT. Right arm is a thick, flat-ended shape pointing diagonally DOWN-RIGHT. Two pointed legs at the bottom.",30,1.0,2,0
G02,16,2,page7-107,2,Diamond head. The arm pointing perfectly horizontally LEFT has a flat vertical end. It rests on a single sharp point aiming straight vertically DOWN. The tallest top peak is a sharp triangle pointing diagonally UP-RIGHT.,35,0.5,1,0
G02,17,2,page-B,2,"Diamond head on the far left. Has sharp points aiming straight UP, straight DOWN, and diagonally DOWN-RIGHT. Key detail: The tall peak pointing straight UP has a perfectly straight VERTICAL LEFT EDGE.",32,1.0,2,0
G02,18,3,page3-35,0,Diamond head on the right. Tallest top peak points diagonally UP-LEFT. A sharp arm extends perfectly horizontally to the LEFT. The figure rests on a single sharp point aiming straight vertically DOWN.,32,0.0,0,0
G02,19,3,page-B,0,"Diamond head on the far left. Has sharp points aiming straight UP, straight DOWN, and diagonally DOWN-RIGHT. Key detail: The tall peak pointing straight UP has a perfectly straight VERTICAL LEFT EDGE.",32,0.5,1,0
G02,20,3,page9-46,0,"Diamond head on top. Left arm is a sharp triangle pointing perfectly horizontally LEFT. Right arm is a thick, flat-ended shape pointing diagonally DOWN-RIGHT. Two pointed legs at the bottom.",30,0.5,1,0
G02,21,3,page7-255,0,"Entire bottom is a single solid, flat horizontal line. The 90-degree corner is at the bottom-left, with a perfectly vertical left edge going straight up to the diamond head on the far left. The shape acts as a right-pointing wedge or ramp, tapering down to a sharp point on the far right.",52,0.5,1,0
G02,22,3,page5-28,0,Entire bottom is a continuous flat horizontal line ending in a sharp point at the far left. Bottom-right corner is a perfect 90-degree angle with a straight vertical right edge. Diamond head on the right. The tallest top peak points diagonally UP-LEFT.,42,0.5,1,0
G02,23,3,page7-107,0,Diamond head. The arm pointing perfectly horizontally LEFT has a flat vertical end. The tallest top peak is a sharp triangle pointing diagonally UP-RIGHT. It rests on a single sharp point aiming straight vertically DOWN.,35,0.5,1,0
